Birthday,Age Segment,Marital Status,Sex,Age Group,sid
1942,*,Separated,Male,Old,1573
1941,*,Divorced,Male,Old,1574
1940,*,Widowed,Male,Old,1575
1939,*,Never married,Male,Old,1576
1938,*,Married(a),Female,Old,1577
1937,*,Separated,Female,Old,1578
1936,*,Divorced,Female,Old,1579
1935,*,Widowed,Female,Old,1580
1934,*,Never married,Female,Old,1581
1933,*,Married(a),Male,Old,1582
1933,*,Separated,Male,Old,1583
1932,*,Divorced,Male,Old,1584
1931,*,Widowed,Male,Old,1585
1930,*,Never married,Male,Old,1586
1930,*,Married(a),Female,Old,1587
1930,*,Separated,Female,Old,1588
1929,*,Divorced,Female,Old,1589
1929,*,Widowed,Female,Old,1590
1928,*,Never married,Female,Old,1591
*,15-19 years,Married(a),Male,Young,1592
*,15-19 years,Separated,Male,Young,1593
*,15-19 years,Divorced,Male,Young,1594
*,15-19 years,Widowed,Male,Young,1595
*,15-19 years,Never married,Male,Young,1596
*,15-19 years,Married(a),Female,Young,1597
*,15-19 years,Separated,Female,Young,1598
*,15-19 years,Divorced,Female,Young,1599
*,15-19 years,Widowed,Female,Young,1600
*,15-19 years,Never married,Female,Young,1601
*,20-24 years,Married(a),Male,Young,1602
*,20-24 years,Separated,Male,Young,1603
*,20-24 years,Divorced,Male,Young,1604
*,20-24 years,Widowed,Male,Young,1605
*,20-24 years,Never married,Male,Young,1606
*,20-24 years,Married(a),Female,Young,1607
*,20-24 years,Separated,Female,Young,1608
*,20-24 years,Divorced,Female,Young,1609
*,20-24 years,Widowed,Female,Young,1610
*,20-24 years,Never married,Female,Young,1611
*,25-34 years,Married(a),Male,Young,1612
*,25-34 years,Separated,Male,Young,1613
*,25-34 years,Divorced,Male,Young,1614
*,25-34 years,Widowed,Male,Young,1615
*,25-34 years,Never married,Male,Young,1616
*,25-34 years,Married(a),Female,Young,1617
*,25-34 years,Separated,Female,Young,1618
*,25-34 years,Divorced,Female,Young,1619
*,25-34 years,Widowed,Female,Young,1620
*,25-34 years,Never married,Female,Young,1621
*,35-44 years,Married(a),Male,Middle Age,1622
*,35-44 years,Separated,Male,Middle Age,1623
*,35-44 years,Divorced,Male,Middle Age,1624
*,35-44 years,Widowed,Male,Middle Age,1625
*,35-44 years,Never married,Male,Middle Age,1626
*,35-44 years,Married(a),Female,Middle Age,1627
*,35-44 years,Separated,Female,Middle Age,1628
*,35-44 years,Divorced,Female,Middle Age,1629
*,35-44 years,Widowed,Female,Middle Age,1630
*,35-44 years,Never married,Female,Middle Age,1631
*,45-54 years,Married(a),Male,Middle Age,1632
*,45-54 years,Separated,Male,Middle Age,1633
*,45-54 years,Divorced,Male,Middle Age,1634
*,45-54 years,Widowed,Male,Middle Age,1635
*,45-54 years,Never married,Male,Middle Age,1636
*,45-54 years,Married(a),Female,Middle Age,1637
*,45-54 years,Separated,Female,Middle Age,1638
*,45-54 years,Divorced,Female,Middle Age,1639
*,45-54 years,Widowed,Female,Middle Age,1640
*,45-54 years,Never married,Female,Middle Age,1641
*,55-64 years,Married(a),Male,Middle Age,1642
*,55-64 years,Separated,Male,Middle Age,1643
*,55-64 years,Divorced,Male,Middle Age,1644
*,55-64 years,Widowed,Male,Middle Age,1645
*,55-64 years,Never married,Male,Middle Age,1646
*,55-64 years,Married(a),Female,Middle Age,1647
*,55-64 years,Separated,Female,Middle Age,1648
*,55-64 years,Divorced,Female,Middle Age,1649
*,55-64 years,Widowed,Female,Middle Age,1650
*,55-64 years,Never married,Female,Middle Age,1651
*,65-74 years,Married(a),Male,Old,1652
*,65-74 years,Separated,Male,Old,1653
*,65-74 years,Divorced,Male,Old,1654
*,65-74 years,Widowed,Male,Old,1655
*,65-74 years,Never married,Male,Old,1656
*,65-74 years,Married(a),Female,Old,1657
*,65-74 years,Separated,Female,Old,1658
*,65-74 years,Divorced,Female,Old,1659
*,65-74 years,Widowed,Female,Old,1660
*,65-74 years,Never married,Female,Old,1661
*,75-84 years,Married(a),Male,Old,1662
*,75-84 years,Separated,Male,Old,1663
*,75-84 years,Divorced,Male,Old,1664
*,75-84 years,Widowed,Male,Old,1665
*,75-84 years,Never married,Male,Old,1666
*,75-84 years,Married(a),Female,Old,1667
*,75-84 years,Separated,Female,Old,1668
*,75-84 years,Divorced,Female,Old,1669
*,75-84 years,Widowed,Female,Old,1670
*,75-84 years,Never married,Female,Old,1671
*,85 years and over,Married(a),Male,Old,1672
*,85 years and over,Separated,Male,Old,1673
*,85 years and over,Divorced,Male,Old,1674
*,85 years and over,Widowed,Male,Old,1675
*,85 years and over,Never married,Male,Old,1676
*,85 years and over,Married(a),Female,Old,1677
*,85 years and over,Separated,Female,Old,1678
*,85 years and over,Divorced,Female,Old,1679
*,85 years and over,Widowed,Female,Old,1680
*,85 years and over,Never married,Female,Old,1681
2003,15-19 years,Married(a),Male,Young,1682
2003,15-19 years,Separated,Male,Young,1683
2002,15-19 years,Divorced,Male,Young,1684
2002,15-19 years,Widowed,Male,Young,1685
2001,15-19 years,Never married,Male,Young,1686
2001,15-19 years,Married(a),Female,Young,1687
2000,15-19 years,Separated,Female,Young,1688
2000,15-19 years,Divorced,Female,Young,1689
1999,15-19 years,Widowed,Female,Young,1690
1999,15-19 years,Never married,Female,Young,1691
1998,20-24 years,Married(a),Male,Young,1692
1998,20-24 years,Separated,Male,Young,1693
1997,20-24 years,Divorced,Male,Young,1694
1997,20-24 years,Widowed,Male,Young,1695
1996,20-24 years,Never married,Male,Young,1696
1996,20-24 years,Married(a),Female,Young,1697
1995,20-24 years,Separated,Female,Young,1698
1995,20-24 years,Divorced,Female,Young,1699
1994,20-24 years,Widowed,Female,Young,1700
1994,20-24 years,Never married,Female,Young,1701
1993,25-34 years,Married(a),Male,Young,1702
1992,25-34 years,Separated,Male,Young,1703
1991,25-34 years,Divorced,Male,Young,1704
1990,25-34 years,Widowed,Male,Young,1705
1989,25-34 years,Never married,Male,Young,1706
1988,25-34 years,Married(a),Female,Young,1707
1987,25-34 years,Separated,Female,Young,1708
1986,25-34 years,Divorced,Female,Young,1709
1985,25-34 years,Widowed,Female,Young,1710
1984,25-34 years,Never married,Female,Young,1711
1983,35-44 years,Married(a),Male,Middle Age,1712
1982,35-44 years,Separated,Male,Middle Age,1713
1981,35-44 years,Divorced,Male,Middle Age,1714
1980,35-44 years,Widowed,Male,Middle Age,1715
1979,35-44 years,Never married,Male,Middle Age,1716
1978,35-44 years,Married(a),Female,Middle Age,1717
1977,35-44 years,Separated,Female,Middle Age,1718
1976,35-44 years,Divorced,Female,Middle Age,1719
1975,35-44 years,Widowed,Female,Middle Age,1720
1974,35-44 years,Never married,Female,Middle Age,1721
1973,45-54 years,Married(a),Male,Middle Age,1722
1972,45-54 years,Separated,Male,Middle Age,1723
1971,45-54 years,Divorced,Male,Middle Age,1724
1970,45-54 years,Widowed,Male,Middle Age,1725
1969,45-54 years,Never married,Male,Middle Age,1726
1968,45-54 years,Married(a),Female,Middle Age,1727
1967,45-54 years,Separated,Female,Middle Age,1728
1966,45-54 years,Divorced,Female,Middle Age,1729
1965,45-54 years,Widowed,Female,Middle Age,1730
1964,45-54 years,Never married,Female,Middle Age,1731
1963,55-64 years,Married(a),Male,Middle Age,1732
1962,55-64 years,Separated,Male,Middle Age,1733
1961,55-64 years,Divorced,Male,Middle Age,1734
1960,55-64 years,Widowed,Male,Middle Age,1735
1959,55-64 years,Never married,Male,Middle Age,1736
1958,55-64 years,Married(a),Female,Middle Age,1737
1957,55-64 years,Separated,Female,Middle Age,1738
1956,55-64 years,Divorced,Female,Middle Age,1739
1955,55-64 years,Widowed,Female,Middle Age,1740
1954,55-64 years,Never married,Female,Middle Age,1741
1953,65-74 years,Married(a),Male,Old,1742
1952,65-74 years,Separated,Male,Old,1743
1951,65-74 years,Divorced,Male,Old,1744
1950,65-74 years,Widowed,Male,Old,1745
1949,65-74 years,Never married,Male,Old,1746
1948,65-74 years,Married(a),Female,Old,1747
1947,65-74 years,Separated,Female,Old,1748
1946,65-74 years,Divorced,Female,Old,1749
1945,65-74 years,Widowed,Female,Old,1750
1944,65-74 years,Never married,Female,Old,1751
1943,75-84 years,Married(a),Male,Old,1752
1942,75-84 years,Separated,Male,Old,1753
1941,75-84 years,Divorced,Male,Old,1754
1940,75-84 years,Widowed,Male,Old,1755
1939,75-84 years,Never married,Male,Old,1756
1938,75-84 years,Married(a),Female,Old,1757
1937,75-84 years,Separated,Female,Old,1758
1936,75-84 years,Divorced,Female,Old,1759
1935,75-84 years,Widowed,Female,Old,1760
1934,75-84 years,Never married,Female,Old,1761
1933,85 years and over,Married(a),Male,Old,1762
1933,85 years and over,Separated,Male,Old,1763
1932,85 years and over,Divorced,Male,Old,1764
1931,85 years and over,Widowed,Male,Old,1765
1930,85 years and over,Never married,Male,Old,1766
1930,85 years and over,Married(a),Female,Old,1767
1930,85 years and over,Separated,Female,Old,1768
1929,85 years and over,Divorced,Female,Old,1769
1929,85 years and over,Widowed,Female,Old,1770
1928,85 years and over,Never married,Female,Old,1771
